WATERBODY_IDENTIFIER,GAZETTED_NAME,Requested Location (Alias),AREA_HA,PERIMETER_M,ELEVATION_M,LONGITUDE,LATITUDE,DD5,MAP,DD5_01,DD5_02,DD5_03,DD5_04,DD5_05,DD5_06,DD5_07,DD5_08,DD5_09,DD5_10,DD5_11,DD5_12,CountOfSPECIES_NAME,Fishery Objective,Region,assessed_wbid,ID
00025SIML,KIDD LAKE,KIDD,18.82240791,1942.4188,1048,-120.6257726,49.92319678,1116,510,1,1,7,29,99,198,284,283,158,53,4,0,1,Trophy,8,,897
00063USHU,KIDNEY LAKE,KIDNEY,26.02920869,3020.0714,873,-118.6285773,50.75644328,1490,901,3,6,18,58,156,257,347,366,212,54,10,3,3,Regional,8,,898
01659SIML,KILPOOLA LAKE,KILPOOLA,11.42368861,1304.5718,815,-119.5627659,49.02710236,1823,436,1,4,16,77,201,316,421,417,259,99,10,1,2,Regional,8,,899
00543SIML,KUMP LAKE,KUMP(LOST),16.93765585,2269.5245,1134,-120.638081,49.73730237,1084,603,1,1,6,27,90,188,277,279,157,52,4,1,1,Trophy,8,,900
00018OKAN,LADY KING LAKE,LADY KING,6.13370441,1145.4751,985,-119.6231076,50.42901963,1383,562,0,1,9,47,146,253,341,331,187,63,5,1,2,Regional,8,,901
00757SIML,MACKENZIE LAKE,LAIRD(MCKENZIE),26.95521541,2647.6841,809,-120.5895439,49.62946472,1405,540,1,2,11,48,140,246,338,335,206,71,6,1,5,Regional,8,,902
00691OKAN,LAMBLY LAKE,LAMBLY,81.85290711,6729.1579,1149,-119.706082,49.95431809,1352,686,1,2,8,36,134,242,338,333,193,59,6,1,3,Family,8,,903
00652SIML,LARKIN LAKES,LARKIN 1 (S)(LARKIN 2),1.41480635,528.7735,1387,-120.6645343,49.69950519,912,708,1,1,3,19,65,149,243,248,134,44,3,1,2,Regional,8,,904
00739KETL,LASSIE LAKE,LASSIE,35.75509172,2867.1061,1298,-118.9166101,49.59822234,1059,666,0,1,4,20,85,188,288,284,147,39,3,0,1,Regional,8,,905
00235SIML,,LEONARD,11.92809258,2710.88,1346,-120.4378453,49.82422414,944,630,0,1,4,19,71,159,252,256,137,42,3,0,2,Quality,8,00235SIML,906
00597SIML,LINK LAKE,LINK,14.91294861,2003.9252,1094,-120.2288019,49.70749832,1169,517,1,1,7,29,102,204,295,297,172,55,5,1,1,Family,8,,907
00062USHU,LIVER LAKE,LIVER,2.49578371,675.6801,883,-118.6229959,50.7630404,1474,897,3,6,18,56,154,255,345,363,209,52,10,3,1,Regional,8,,908
00388OKAN,LOCH DRINKIE,LOCH DRINKIE,13.92304196,1679.9994,1394,-119.6602121,50.12436858,1136,759,1,1,5,25,102,199,288,297,164,49,4,1,1,Trophy,8,,909
00103KETL,LOCH LARSEN,LOCH LARSEN,10.79685496,1269.2125,2006,-118.8006289,49.96218667,550,1114,0,0,1,5,26,78,167,178,75,18,1,0,1,Regional,8,,910
01060SIML,LODESTONE LAKE,LODESTONE,3.85349299,806.0143,1820,-120.8469276,49.46496024,598,1234,1,1,2,7,30,84,176,181,90,25,2,1,1,Regional,8,,911
00505SIML,LOOSEMORE LAKE,LOOSEMORE,5.06771092,1080.6525,1078,-120.6145445,49.75191887,1123,589,1,1,6,28,97,196,285,286,163,53,5,1,1,Regional,8,,912
00493SIML,LODWICK LAKE,LUDWICK(LUDWIG),18.6032317,3564.2711,1130,-120.7123287,49.75192345,1079,650,1,1,6,27,91,188,276,277,156,53,5,1,1,Regional,8,,913
01602OKAN,MADDEN LAKE,MADDEN(OLIVER),8.41086466,1892.1206,832,-119.6262835,49.23161066,1767,406,1,3,17,73,195,309,411,399,251,94,11,2,2,Regional,8,,914
01001SIML,MARTIN LAKE,MARTIN,2.94298758,843.2509,673,-120.4839747,49.49093558,1677,434,1,2,17,70,182,292,389,384,242,89,8,1,1,Family,8,,915
00805SIML,MCCAFFREY LAKE,MCCAFFREY(BLUE),6.28803144,1538.9654,797,-120.5730548,49.60236837,1432,522,1,2,11,50,146,251,344,339,209,72,6,1,8,Regional,8,,916
01027OKAN,MCCALL LAKES,MCCALL,2.48515024,870.5275,993,-119.7787266,49.79077765,1472,455,1,2,11,46,152,265,359,352,205,71,7,1,3,Regional,8,,917
01420OKAN,MCLEAN CLAN LAKE,MCLEAN,7.99214788,1726.0749,1668,-119.4226544,49.38706769,835,780,0,1,3,12,53,140,234,240,115,34,3,0,1,Regional,8,,918
01096OKAN,MINNOW LAKE,MINNOW,16.80364471,2313.2297,1260,-119.1687009,49.76013568,1075,666,0,1,4,22,92,198,286,280,146,42,4,0,4,Regional,8,,919
00304SIML,MISSEZULA LAKE,MISSEZULA,241.3016598,15241.6304,1009,-120.5097454,49.77968961,1180,533,1,2,7,32,107,209,296,294,171,56,5,1,13,Regional,8,,920
01067KETL,,MOORE,5.66504191,1252.9172,1207,-118.9648358,49.36024408,1168,605,0,1,5,27,103,210,303,301,166,46,4,1,1,Regional,8,,921
00576OKAN,MOORE LAKE,MOORE(BULMAN),24.17797641,2888.8816,1323,-119.2278362,50.02104087,1048,796,0,1,4,21,89,186,277,279,146,42,4,0,1,Regional,8,,922
01140OKAN,MUNRO LAKE,MUNRO,14.2304954,1522.5124,1555,-119.9229649,49.7152813,923,673,0,1,3,15,66,159,255,256,130,35,2,0,2,Regional,8,,923
00885SIML,MURPHY LAKES,MURPHY 1 (E)(LOWER MURPHY),5.66062036,971.378,1206,-120.9279989,49.55692032,1062,1141,1,2,6,24,81,178,277,278,159,52,5,1,1,Regional,8,,924
00877SIML,MURPHY LAKES,MURPHY 2 (W)(UPPER MURPHY LAKE),7.46627687,1315.877,1206,-120.9207571,49.55947499,1063,1151,1,1,5,25,82,179,277,279,159,52,5,1,1,Regional,8,,925
01208OKAN,NARAMATA LAKE,NARAMATA,13.47281219,2144.2292,1272,-119.5362642,49.65720248,1175,624,1,1,6,27,104,211,301,301,166,54,4,1,1,Regional,8,,926
00325KETL,NEVERTOUCH LAKE,NEVERTOUCH,52.10753658,5287.3162,1299,-118.7758369,49.77483006,1073,699,0,1,4,20,86,188,293,288,150,39,3,0,2,Regional,8,,927
01112SIML,NICKEL PLATE LAKE,NICKEL PLATE(CLEARWATER),71.52022574,4806.8795,1844,-119.9552471,49.39810547,681,633,0,1,2,7,36,102,201,202,100,27,2,0,2,Regional,8,,928
01209KETL,,ORIAN,2.11653,545.516,1441,-118.0882395,49.19992392,1258,1007,1,1,4,30,108,209,337,337,177,50,4,1,1,Regional,8,,929
00588SIML,OSPREY LAKE,OSPREY,38.87541035,4249.6657,1099,-120.2080458,49.71329915,1162,546,1,1,6,29,101,202,294,296,172,55,5,1,2,Family,8,,930
00818SIML,OTTER LAKE,OTTER,204.6832047,12654.8688,778,-120.7644596,49.57309632,1450,686,1,2,12,53,145,253,344,344,211,77,7,1,15,Family,8,,931
00408OKAN,OYAMA LAKE,OYAMA,226.9270447,18332.1061,1357,-119.2795886,50.10812432,1114,743,0,1,5,24,99,197,287,292,155,47,5,1,1,Family,8,,932
00933OKAN,PEACHLAND LAKE,PEACHLAND,103.5188551,8863.0883,1269,-119.9694006,49.83018886,1120,689,1,1,5,24,95,202,293,291,157,47,4,1,2,Regional,8,,933
01100OKAN,PEAR LAKE,PEAR,11.48239598,1514.5309,1253,-119.176837,49.75455466,1079,668,0,1,4,22,94,199,287,280,145,42,4,0,3,Regional,8,01100OKAN,934
01081KETL,,PETE'S,6.87102616,1465.5671,1226,-118.9711574,49.35145596,1164,608,0,1,5,26,102,208,302,301,167,46,4,1,1,Regional,8,,935
00016OKAN,PINAUS LAKE,PINAUS,161.5844464,8876.3519,982,-119.5954756,50.42571902,1396,565,1,1,9,48,148,255,343,333,189,65,5,1,2,Family,8,,936
00044USHU,PINTAIL LAKE,PINTAIL,1.68339166,661.9794,867,-118.6204427,50.79000813,1487,921,3,6,18,57,158,259,349,364,208,53,10,3,2,Regional,8,,937
00646OKAN,POSTILL LAKE,POSTILL,96.77662929,8352.5159,1389,-119.2070807,49.98774653,977,827,0,1,3,18,79,171,263,264,135,38,3,0,2,Regional,8,,939
00512SIML,PROSSER LAKE,PROSSER,4.09347514,778.3486,1062,-120.6262976,49.75120719,1140,585,1,1,7,29,100,200,288,289,165,54,5,1,1,Quality,8,,940
01281KETL,,PROVIDENCE,5.55622787,998.8635,1376,-118.6019372,49.10858614,1164,646,0,1,4,24,97,197,312,314,164,44,4,1,1,Family,8,,941
00714SIML,RAMPART LAKE,RAMPART(HANS),14.57481396,1959.9694,1353,-120.4928313,49.66681494,956,582,0,1,4,19,71,162,256,258,139,41,3,1,1,Quality,8,,942
00057SIML,,RENEES POTHOLE(RENE'S POTHOLE),3.17679159,740.767,1025,-120.5944709,49.90144927,1150,492,0,1,7,31,103,204,289,290,164,55,5,1,1,Regional,8,,943
00521SIML,JOHNNY LAKE,RICK(RICKY),4.62688478,881.841,1099,-120.7386389,49.74880888,1113,649,1,2,6,28,95,194,282,283,162,55,5,1,1,Quality,8,,944
01595OKAN,RIPLEY LAKE,RIPLEY(BEAR),5.69115792,1347.5894,923,-119.629566,49.24414651,1643,418,1,3,14,62,176,290,390,380,233,83,10,1,2,Regional,8,01595OKAN,945
00534SIML,ROBERTSON LAKE,ROBERTSON,2.77395499,788.2647,1138,-120.6698028,49.74215385,1084,639,1,1,6,27,90,188,277,279,157,53,4,1,1,Regional,8,,946
00484OKAN,ROD LAKE,ROD,3.55061569,775.5971,1358,-119.1797635,50.06786892,1039,799,0,1,4,21,87,179,276,279,146,41,3,0,1,Regional,8,,947
00867OKAN,ROSE VALLEY LAKE,ROSE VALLEY,42.31410614,5943.6639,596,-119.5674335,49.89971491,1924,374,2,4,23,92,229,339,432,421,260,105,15,2,1,Regional,8,,948
00774KETL,BEAR PAW LAKE,RUSSELL,13.15760057,2846.4239,1736,-118.2600306,49.5944359,837,1009,0,0,2,10,53,133,250,249,111,27,2,0,1,Regional,8,,949
00670KETL,SANDRIFT LAKE,SANDRIFT 1 (N),8.32655238,1257.9393,1234,-118.8577035,49.62331934,1110,647,0,1,4,22,94,198,297,292,155,42,4,0,1,Regional,8,,950
00709KETL,SOUTH SANDRIFT LAKE,SANDRIFT 2 (SE)(SANDRIFT NO 2),9.70135481,1513.7431,1251,-118.8540012,49.61081748,1097,646,0,1,4,22,92,195,295,290,153,41,3,0,1,Regional,8,,951
00621SIML,SECRET LAKE,SECRET,1.71431419,548.3838,1087,-120.2418623,49.70408508,1169,511,1,1,7,30,102,204,295,297,172,56,5,1,2,Regional,8,,952
00719USHU,SEIDNER LAKE,SEIDNER(LOST AND FOUND),5.45815117,1168.6843,762,-118.9029595,50.41101193,1587,610,1,2,11,57,175,284,374,374,227,73,8,1,2,Regional,8,,953
00921OKAN,SHANNON LAKE,SHANNON,16.26574444,1743.602,494,-119.6122964,49.85696856,2064,336,2,5,29,108,247,360,455,441,277,118,18,3,6,Urban,8,,954
00767USHU,,SIGALET,15.40494087,1639.0425,1638,-118.6402668,50.37283704,840,1157,2,3,7,19,55,132,228,248,116,26,4,2,1,Regional,8,,955
00954OKAN,SILVER LAKE,SILVER,11.51276491,1538.2882,1055,-119.839228,49.82907238,1404,527,1,2,9,40,140,253,349,341,197,65,6,1,2,Regional,8,,956
01048USHU,SPECS LAKES,SPECS(SPECS 1),32.79844906,3314.7371,1296,-119.0694515,50.08411392,1059,747,0,1,4,22,89,183,282,283,148,42,4,0,1,Regional,8,,957
00635SIML,SPUKUNNE LAKE,SPUKUNNE(SPUKUNNEL),8.59098832,1190.41,1247,-120.3590168,49.69993747,1020,540,0,1,5,22,82,177,269,269,147,45,4,0,2,Trophy,8,,958
00557SIML,HALFWAY LAKE,STONY,0.48089031,335.4255,1134,-120.7118232,49.73538697,1089,656,1,1,6,28,92,189,277,279,159,54,5,1,1,Regional,8,,959
00391OKAN,STREAK LAKE,STREAK,22.04721836,3625.2824,1359,-119.2383485,50.12878362,1084,784,0,1,4,23,93,188,283,287,155,46,4,1,1,Regional,8,,960
00665SIML,STRINGER LAKE,STRINGER,3.83708529,893.5717,1510,-120.5703744,49.69278758,846,653,1,1,3,15,57,136,232,239,125,36,3,1,1,Regional,8,,961
00361SIML,SUNDAY LAKE,SUNDAY((G) TEPEE LAKES),22.52945827,2585.8691,1418,-120.2760202,49.78929989,883,684,0,1,3,16,64,147,240,244,127,38,3,0,1,Regional,8,,962
00932USHU,,SW DENISON (LOWER)(LOWER),3.91014346,1082.408,1601,-118.7783207,50.14782676,829,904,0,1,2,13,58,134,234,239,115,31,2,0,1,Regional,8,,963
00950USHU,,SW DENISON (UPPER)(UPPER),8.00207143,1220.4916,1607,-118.7764885,50.14254137,823,912,0,1,2,13,57,133,233,238,114,30,2,0,1,Regional,8,,964
00099OKAN,SWAN LAKE,SWAN(VERNON),410.0297365,11461.9187,390,-119.2559037,50.31850078,2053,414,1,4,24,111,250,364,458,444,274,107,14,2,10,Urban,8,,965
00114SIML,TAHLA LAKE,TAHLA,13.12719609,1659.8794,1022,-120.747771,49.88003808,1134,632,1,1,7,30,101,200,287,286,162,54,4,0,1,Regional,8,,966
01105KETL,TAURUS LAKE,TAURUS(BULL),20.68346556,1847.4016,1159,-118.9766478,49.32478172,1242,558,1,1,6,30,114,220,319,316,178,51,4,1,1,Regional,8,,967
00516SIML,TAYLOR LAKE,TAYLOR,3.98355158,1250.6154,1007,-120.6342382,49.74956754,1182,578,1,2,7,32,107,209,296,295,172,57,5,1,3,Regional,8,00516SIML,968
01063KETL,,TERRACED,3.81829549,763.7049,1906,-118.6851725,49.37072045,665,1008,0,0,1,7,36,98,205,210,85,21,2,0,1,Regional,8,,969
00469SIML,THALIA LAKE,THALIA,18.66248962,2120.0409,1079,-120.7296152,49.76386692,1117,645,1,2,6,29,97,196,283,283,161,55,5,1,1,Regional,8,,970
01439OKAN,,THOMAS,2.41196986,577.5654,1586,-119.3186531,49.37580975,830,754,0,1,3,13,54,143,236,234,112,32,2,0,1,Regional,8,,971
00939KETL,THONE LAKE,THONE,10.2360242,1685.7155,1244,-118.8014029,49.45755488,1093,673,0,1,4,23,93,191,293,286,154,42,4,0,1,Regional,8,,972
01023KETL,TUZO LAKE,TUZO,5.27705346,1179.6168,1786,-119.2567112,49.3805606,688,815,0,0,2,8,38,111,202,204,94,26,2,0,1,Regional,8,,973
01497OKAN,TWIN LAKES,TWIN LAKES(NIPET),29.03189729,3271.8618,797,-119.7257564,49.32003534,1765,430,1,3,17,72,195,307,409,402,248,97,11,2,5,Regional,8,,974
00314SIML,VINSON LAKE,VINSON,20.46047408,2483.6951,1374,-120.4340941,49.80499554,925,641,0,1,4,18,68,155,249,252,134,40,3,0,1,Trophy,8,00314SIML,975
00499SIML,WESTMERE LAKE,WESTMERE,9.93349703,1708.7179,1414,-120.1992761,49.74299383,922,664,0,1,3,16,67,157,252,254,131,37,3,0,1,Quality,8,,976
00998OKAN,WHITEHEAD LAKE,WHITEHEAD,40.23275439,3688.5798,1446,-120.1811431,49.78961943,904,696,0,1,3,16,65,153,248,251,128,36,3,0,1,Regional,8,,977
01248KETL,WILGRESS LAKE,WILGRESS,17.29285042,2064.0661,994,-118.5342882,49.14183641,1476,538,1,2,9,46,154,256,364,363,210,64,6,1,3,Quality,8,,978
00507OKAN,,WOLLASTON (SOUTH),6.12867482,1125.8004,1334,-119.1033687,50.04724361,1042,771,0,1,4,21,87,182,278,279,146,40,3,0,1,Regional,8,,979
01224USHU,,WOLLASTON (SOUTHWEST)(WOLLASTON SOUTHWEST),3.34354524,686.495,1337,-119.1221879,50.04150448,1035,781,0,1,4,20,86,180,277,278,145,40,3,0,1,Regional,8,,980
01204KETL,XENIA LAKE,XENIA,15.21850532,2348.4038,1240,-118.3483741,49.20802052,1388,809,1,1,6,39,135,233,355,357,198,58,5,1,2,Regional,8,,981
01202SIML,YELLOW LAKE,YELLOW,34.96334372,4739.3419,748,-119.7537565,49.33571272,1787,436,1,3,19,76,199,313,410,402,252,99,12,2,6,Family,8,01202SIML,982
