K_mean,Linf_H,yef,bet1,bet2,ppt,osp,ple1,ple2,stn1,stn2,stn3,stn4,stn5,,,
0.294937452,47.71313457,0.183532803,0.820740906,0.38117352,-0.723960273,0.212447628,-0.063581259,-0.103135975,0.088085377,-0.41305657,0.575076668,-0.043495672,0.051768409,,,
0.108081434,37.82849955,0.177097801,0.788463043,0.360575283,-0.755611447,0.204501602,-0.043421855,-0.107383615,0.117353539,-0.388927096,0.621816563,-0.071689959,0.06481096,,,
0.246645202,49.77206914,0.151047949,1.120621641,0.405246857,-0.751744046,0.18295468,-0.046212803,-0.122462175,0.113211623,-0.406788873,0.648585605,-0.050266348,0.109346053,,,
0.16143872,86.57143719,0.158902749,1.252302477,0.363328807,-0.768665209,0.19745349,-0.057903192,-0.135005179,0.131490215,-0.404526244,0.586802901,-0.088311797,0.053330019,,,
0.107013239,54.43798217,0.16624202,1.161890534,0.412027067,-0.813853393,0.207288972,-0.072711327,-0.141841174,0.107930612,-0.517360505,0.566524969,-0.085662027,0.067526993,,,
0.362196098,42.09756769,0.156843233,0.794870003,0.4290993,-0.815174907,0.213671516,-0.05892855,-0.128435773,0.111381522,-0.36906512,0.340745706,-0.100021342,0.071047151,,,
0.140318232,55.60203011,0.1627532,1.149303396,0.3758718,-0.790045775,0.240003405,-0.065951018,-0.11899485,0.123999052,-0.366054375,0.351860641,-0.095167935,0.084502928,,,
0.522046224,64.92847554,0.166573833,1.129959256,0.360186007,-0.782057714,0.221827259,-0.079596245,-0.11911143,0.110753532,-0.335619934,0.543062614,-0.071532698,0.078530963,,,
0.19985878,48.11819081,0.176993886,1.22051574,0.386694438,-0.78113474,0.22076245,-0.054541407,-0.109524553,0.090233096,-0.409858836,0.482804299,-0.077247382,0.070854329,,,
0.344614037,37.13920136,0.169587888,1.168254241,0.382018758,-0.775913908,0.21379602,-0.062599296,-0.08668083,0.095357582,-0.337408756,0.691666885,-0.045542511,0.088417819,,,
0.28333186,34.78246363,0.185656663,0.976529467,0.37194535,-0.755329825,0.22221965,-0.065404873,-0.106116042,0.089135847,-0.384676628,0.696463024,-0.031393822,0.075046033,,,
0.151619923,80.04754642,0.184935096,1.18930346,0.385676152,-0.789056886,0.220136121,-0.069825869,-0.110929136,0.100029293,-0.304976216,0.661753069,0.002030912,0.044942945,,,
0.142906277,48.80716627,0.175140112,1.09669108,0.418520728,-0.75681875,0.226483287,-0.072322845,-0.137115689,0.116938047,-0.268415713,0.52750196,-0.054386865,0.043147738,,,
0.108255044,86.80179151,0.174433822,1.170166001,0.379945864,-0.722101017,0.230296635,-0.053722289,-0.127085923,0.115931185,-0.296475213,0.578252556,-0.058213427,0.055367764,,,
0.174111526,43.77453954,0.182117447,1.190271921,0.374151986,-0.680353454,0.241256774,-0.050323349,-0.115007654,0.075206226,-0.458511372,0.298648956,-0.028611541,0.063210297,,,
0.191964429,70.67415123,0.191123568,1.179497454,0.341720374,-0.65407137,0.247837692,-0.075981383,-0.108125051,0.096023708,-0.411904554,0.15074842,-0.048862601,0.085926086,,,
0.407914042,61.9162522,0.184135689,0.990789369,0.381947437,-0.652141065,0.218501202,-0.063972264,-0.13459474,0.105774353,-0.36603199,0.203456513,-0.15652621,0.077905868,,,
0.077640549,60.16604551,0.155709632,1.643564198,0.411558049,-0.636072684,0.196556066,-0.050547675,-0.112131526,0.135458693,-0.27830528,0.556188423,-0.052929631,0.112903758,,,
0.445622111,76.52742278,0.139584987,1.705178731,0.410323596,-0.648055704,0.185823379,-0.068898731,-0.111428758,0.133467253,-0.349052861,0.546451083,-0.043587376,0.0999458,,,
0.307964873,30.18541265,0.15284371,1.253066687,0.415157814,-0.615695944,0.205482429,-0.067121363,-0.125656239,0.125636008,-0.301366834,0.30335041,-0.002201448,0.111933046,,,
0.412774793,36.8800129,0.153755893,1.388035509,0.399655431,-0.564962181,0.213251767,-0.066451554,-0.120004116,0.145590048,-0.363586708,0.653185574,-0.006373556,0.117192911,,,
0.441533207,54.42855172,0.144565051,1.498434403,0.429324994,-0.581993906,0.221387295,-0.080823984,-0.162960812,0.122953232,-0.339982752,0.397744415,-0.009753088,0.099758368,,,
0.573840025,63.16008541,0.126422114,1.57261504,0.377695318,-0.572014087,0.223519204,-0.053660612,-0.152297462,0.111110166,-0.293007528,0.258110646,-0.058324848,0.104885072,,,
0.674341863,85.06310166,0.123761669,1.473236266,0.365001939,-0.536671083,0.217593157,-0.071426897,-0.121290453,0.120154465,-0.349820398,0.28669212,-0.026151149,0.0987843,,,
0.252145855,51.86312403,0.118815202,1.678622847,0.37077397,-0.529590488,0.226468711,-0.073513644,-0.116521466,0.11110815,-0.420105874,0.259299921,-0.10941878,0.09795107,,,
0.543147129,59.35823143,0.127346896,1.562299988,0.356827169,-0.520165431,0.237758492,-0.062991243,-0.13132282,0.093984527,-0.324917456,0.278982547,-0.024997795,0.058934016,,,
0.291156161,48.06393481,0.150695992,1.564647352,0.321500045,-0.455323544,0.221736997,-0.049187134,-0.128185438,0.075523885,-0.338192342,0.525478563,-0.080535953,0.083891741,,,
0.33348153,41.62423852,0.161673641,1.183796988,0.384631482,-0.46268506,0.233591005,-0.063195685,-0.12007584,0.076645113,-0.439295224,0.321767111,-0.105337841,0.080209223,,,
0.294214286,54.64086317,0.140355259,1.307873543,0.385419382,-0.51642276,0.227826224,-0.053750339,-0.124280658,0.094604187,-0.314778828,0.394500864,-0.100803666,0.078750008,,,
0.440049073,51.28791507,0.141233487,1.389338677,0.348888522,-0.483658098,0.222287483,-0.056337025,-0.140423346,0.087564132,-0.349929993,0.197579843,-0.078980031,0.074165244,,,
0.201008225,67.90092275,0.135015977,1.336480131,0.38334894,-0.428195525,0.229737305,-0.04987639,-0.112805997,0.086946123,-0.296000649,0.33400493,-0.040697064,0.047925476,,,
0.048653724,40.80561642,0.141639389,1.433191215,0.365723078,-0.390141375,0.239684421,-0.052199527,-0.12086227,0.099285412,-0.320265761,0.253995035,-0.071121075,0.106264307,,,
0.476064733,54.55954366,0.144815111,1.25741232,0.338351996,-0.418775586,0.233048484,-0.060726863,-0.095529031,0.082038464,-0.314344367,0.167230469,-0.05127849,0.076885873,,,
0.265819278,50.67325276,0.160321814,1.32722127,0.371265226,-0.43893424,0.259400844,-0.058614888,-0.132967465,0.075206926,-0.389098422,0.343192528,-0.043432317,0.048780327,,,
0.363415956,50.86185187,0.156801544,1.34133618,0.402117232,-0.478998116,0.265480299,-0.04026705,-0.127736939,0.081523904,-0.424827387,0.252001726,-0.034249719,0.047887853,,,
0.612422617,31.30062021,0.157905678,1.117237907,0.367261524,-0.453204441,0.250270159,-0.046515639,-0.109915761,0.088831052,-0.428794927,0.145843734,-0.062044155,0.062032925,,,
0.191232182,31.75449315,0.164262536,1.328885952,0.368820293,-0.42255269,0.265537735,-0.068816764,-0.13107572,0.059484159,-0.355909958,0.379959703,-0.098985064,0.061175263,,,
0.344896802,92.22784946,0.161449271,1.433220215,0.372445024,-0.470872983,0.280878408,-0.079859657,-0.141663641,0.091637554,-0.430253977,0.353207047,-0.057212112,0.072192318,,,
0.401046637,59.48757368,0.173841037,1.319038221,0.34727108,-0.473921592,0.303669726,-0.06704156,-0.127169866,0.075729076,-0.351634618,0.508946302,-0.084262045,0.046606582,,,
0.47595607,33.30105567,0.162506693,1.291146563,0.406073935,-0.490015652,0.291363515,-0.064679269,-0.125887439,0.089440232,-0.415327411,0.254420444,-0.106629371,0.058365835,,,
0.258574262,87.29020371,0.164778776,1.086264348,0.374017669,-0.474293314,0.272086011,-0.054375359,-0.118808154,0.08813417,-0.378728599,0.413442047,-0.061694309,0.054643358,,,
0.170071564,76.65723015,0.157933698,1.392881584,0.397475387,-0.535126002,0.264928971,-0.071253698,-0.108121629,0.091202337,-0.315654196,0.096163523,-0.05044331,0.051196124,,,
0.322150644,42.74534322,0.168010423,0.936427868,0.40086948,-0.51269128,0.280021465,-0.057557919,-0.119954435,0.079609118,-0.442832157,0.382063874,-0.074109429,0.084080225,,,
0.38887257,36.3664498,0.17209067,1.065019548,0.417426883,-0.530421101,0.290451416,-0.064611708,-0.122317895,0.08929395,-0.454340755,0.325208445,-0.09401233,0.0571187,,,
0.158220366,40.51076107,0.149654575,1.310998745,0.409420958,-0.534998407,0.282097072,-0.063234315,-0.126864513,0.080617004,-0.476589151,0.604457261,-0.016003701,0.068785878,,,
0.130345477,53.33130108,0.149165432,0.763755429,0.356176405,-0.516915326,0.276866209,-0.072151484,-0.12094826,0.076887889,-0.366075359,0.068488519,-0.053295488,0.083076314,,,
0.175446728,51.44512133,0.139990739,1.375962322,0.373241373,-0.52768131,0.298645303,-0.071533293,-0.1144224,0.088138883,-0.3155279,0.459360731,-0.072556114,0.093511662,,,
0.310688625,87.58260873,0.156211774,1.225310587,0.378323358,-0.519560428,0.305041073,-0.065815004,-0.115131189,0.093211703,-0.440648569,0.456325401,-0.120602212,0.071581373,,,
0.513029164,52.93723828,0.139476592,1.436258391,0.405368548,-0.524693203,0.311510507,-0.059767242,-0.100242625,0.093002697,-0.44371597,0.357964747,-0.106849355,0.090651153,,,
0.209687494,79.55998585,0.135397897,1.26679375,0.382942477,-0.510776297,0.280890339,-0.057442794,-0.092768511,0.075289414,-0.400469681,0.338775762,-0.099422898,0.09931893,,,
0.127648466,52.94206917,0.134633122,1.189018494,0.348603552,-0.545253737,0.293174676,-0.068490476,-0.088057899,0.105724774,-0.388460081,0.336639062,-0.059001092,0.120553978,,,
0.202770328,86.61357953,0.136828737,1.044741973,0.368804482,-0.548721635,0.299082003,-0.068885092,-0.118986759,0.091211691,-0.40172137,0.366512381,-0.046406549,0.097456954,,,
0.557700707,39.44236642,0.111044157,0.75537276,0.346347783,-0.518106598,0.277027018,-0.058463395,-0.125301341,0.095948384,-0.449979677,0.103321698,-0.013703771,0.091312888,,,
0.236756388,90.78340008,0.104087933,0.965524202,0.410359576,-0.507056641,0.278622498,-0.04493585,-0.127683672,0.125834783,-0.387329765,0.161478174,0.033302344,0.106759305,,,
0.649653842,46.53421702,0.112689356,1.187514809,0.369388372,-0.474411346,0.278790158,-0.048942878,-0.12006362,0.108566873,-0.378669818,0.31744708,-0.077314304,0.087679152,,,
0.221215308,37.49586233,0.10291576,1.020485532,0.353876206,-0.478143034,0.256457105,-0.059729722,-0.110497626,0.102681779,-0.351382823,0.38788964,-0.06613612,0.088039129,,,
0.106546465,60.0221073,0.09848132,0.965279844,0.398886803,-0.484386872,0.268961322,-0.060531187,-0.104498933,0.105361209,-0.359163882,0.362767988,-0.061536664,0.083964689,,,
0.101555413,65.10697167,0.093610562,1.066357342,0.368395644,-0.449037788,0.292094871,-0.061426193,-0.089249199,0.118388409,-0.330207205,0.417105118,-0.090561802,0.129074834,,,
0.001934271,19.9621195,0.097598664,1.071129594,0.355896582,-0.522507122,0.287284207,-0.056966168,-0.073414288,0.12092287,-0.280411801,0.341710906,-0.076710297,0.145337297,,,
0.363785284,56.58473861,0.104082477,1.051193918,0.389299783,-0.568531417,0.287335019,-0.044615247,-0.082522429,0.104971015,-0.296549878,0.548451186,-0.087871728,0.102856577,,,
0.333146633,115.8241853,0.111387591,1.078669876,0.427594257,-0.538187202,0.300761298,-0.057511891,-0.113363246,0.074297915,-0.305105151,0.518558302,-0.073491346,0.103033702,,,
0.308601529,51.41557621,0.099150947,0.891933206,0.351604158,-0.601493404,0.274868859,-0.056078596,-0.096956861,0.114829523,-0.319129829,0.490717491,-0.109887075,0.124611556,,,
0.349379296,53.66075953,0.114967794,1.027533764,0.387105026,-0.583708086,0.297247517,-0.064202703,-0.125512411,0.089075423,-0.276773883,0.415024841,-0.077815281,0.091615779,,,
0.383336635,81.78949443,0.112314799,1.058920336,0.38138678,-0.633753579,0.281933557,-0.039785541,-0.123871607,0.10747596,-0.39802148,0.41673007,-0.033924784,0.100358698,,,
0.31979122,52.00874797,0.107714037,1.010553911,0.388669973,-0.655722852,0.270619516,-0.051568392,-0.12011733,0.101377883,-0.390253643,0.169329043,-0.013615602,0.088065016,,,
0.114008556,57.19530812,0.092439097,0.897363425,0.38590792,-0.653868889,0.259353232,-0.05283712,-0.072584265,0.123814518,-0.39300458,0.35373587,-0.040772139,0.132141713,,,
0.219975851,67.70016634,0.091575286,1.038186203,0.375472879,-0.63202132,0.252637656,-0.053742558,-0.115128519,0.108850361,-0.336965067,0.338818994,-0.036364097,0.101638203,,,
0.303619365,60.61274184,0.099833417,1.367867461,0.333419641,-0.614213723,0.221995755,-0.066089047,-0.129210273,0.119438075,-0.293563482,0.435438299,-0.06887227,0.09901912,,,
0.191058562,64.35155512,0.100789507,1.28968352,0.363350295,-0.568252923,0.217313495,-0.081702979,-0.127616174,0.136207441,-0.361785077,0.541098877,-0.062108828,0.105892561,,,
0.477889866,48.31077743,0.098993268,1.117913717,0.363181506,-0.56448969,0.211860848,-0.065025598,-0.08180659,0.136918978,-0.305227143,0.357413717,-0.06912368,0.1450774,,,
0.24974865,30.43535861,0.101378457,1.245611174,0.375199961,-0.573539256,0.202480753,-0.065256817,-0.105072613,0.118254013,-0.323862155,0.287640097,-0.130103771,0.140484265,,,
0.189765486,39.61900225,0.122004931,1.001185055,0.385605259,-0.562057249,0.20685505,-0.05704046,-0.123645571,0.108061511,-0.397119171,0.39954978,-0.103854223,0.110617237,,,
0.199306983,67.36613313,0.118559217,1.312167324,0.384319304,-0.560055052,0.192113112,-0.062098075,-0.146398736,0.11053428,-0.351395248,0.528062583,-0.089516908,0.076722736,,,
0.060872756,24.66271611,0.119387889,1.084812083,0.410546534,-0.575297742,0.199435225,-0.042834769,-0.114570112,0.112939893,-0.333445117,0.479662604,-0.047894212,0.081171518,,,
0.280454753,40.7379821,0.101993017,1.028463267,0.417233139,-0.602816237,0.179680636,-0.043237436,-0.108845175,0.121297235,-0.385210703,0.492978243,-0.100773871,0.093427621,,,
0.111093164,103.7462314,0.108390288,0.954644343,0.416094935,-0.553900012,0.190189865,-0.05925477,-0.127026816,0.114018407,-0.36793504,0.448662363,-0.080980342,0.087368619,,,
0.053335857,66.60754234,0.108528251,1.133017661,0.412497454,-0.577243365,0.178948623,-0.039792281,-0.131636948,0.108396063,-0.32480955,0.470893903,-0.07699865,0.088195967,,,
0.477449457,61.55953435,0.114788524,1.137075455,0.372014876,-0.628559357,0.171907424,-0.054431107,-0.135732192,0.101628914,-0.362900405,0.295597651,-0.083462767,0.075098656,,,
0.083860001,42.00544933,0.111308062,1.176645117,0.351795699,-0.634672293,0.178520455,-0.065124906,-0.125182646,0.105616113,-0.32482478,0.454090384,-0.087549212,0.079443353,,,
0.470366412,54.80977916,0.131030808,1.361431764,0.39458628,-0.576146476,0.154202433,-0.059972453,-0.116884773,0.116199488,-0.304851877,0.544764897,-0.099527357,0.112756386,,,
0.469585568,42.25870686,0.129483494,1.122270119,0.396186387,-0.630090452,0.156284166,-0.060625201,-0.125583758,0.114017852,-0.376465321,0.510393219,-0.108179417,0.067536171,,,
0.212761337,64.22030848,0.129226873,0.861823101,0.429149307,-0.652015348,0.18814459,-0.057336351,-0.122521602,0.09271819,-0.389600981,0.382245214,-0.0615041,0.046389928,,,
0.481331146,41.28855268,0.125493039,1.267164908,0.401107169,-0.596168378,0.2014529,-0.062349808,-0.127119729,0.08915941,-0.345222394,0.31040756,-0.012532712,0.095149224,,,
0.149456372,72.46457038,0.151863624,0.887131946,0.363782089,-0.561170552,0.180753452,-0.060861965,-0.133083477,0.090841735,-0.426783581,0.386230911,-0.093448028,0.068950211,,,
0.306804999,48.8417379,0.175136606,0.852424866,0.370433662,-0.532435569,0.187798678,-0.063227513,-0.137836186,0.081163746,-0.375839449,0.276704793,-0.050386128,0.044039894,,,
0.180230806,66.65379272,0.160435757,1.134450421,0.392232473,-0.58079999,0.189930363,-0.064312385,-0.111288376,0.079067106,-0.383736506,0.309703412,-0.035643605,0.082059862,,,
0.139528863,41.11758612,0.165767728,1.312833052,0.364824676,-0.546317558,0.218979237,-0.068025355,-0.128172326,0.082721082,-0.421694447,0.614447986,-0.064623465,0.073742388,,,
0.092442365,87.33650934,0.153878215,1.747695918,0.393005991,-0.534336375,0.217811387,-0.070903239,-0.098064282,0.091636328,-0.369376658,0.535393259,0.008474085,0.115122129,,,
0.309341701,35.61546749,0.149694718,1.265865219,0.352239401,-0.51570543,0.205082337,-0.058280071,-0.094630115,0.105088333,-0.311392721,0.317866859,-0.046602123,0.096028555,,,
0.396975892,39.25191554,0.148475165,1.134602157,0.400884962,-0.498810445,0.201337044,-0.068835417,-0.124028103,0.085120739,-0.367690307,0.409835176,-0.098452949,0.083452404,,,
0.019580251,35.53214359,0.151512075,0.948145224,0.371717922,-0.520536854,0.205201883,-0.043253924,-0.106054367,0.094623941,-0.383205026,0.55678399,-0.101114926,0.085165644,,,
0.264969324,26.16205988,0.150587172,0.988013493,0.371003872,-0.479317212,0.204241174,-0.048916175,-0.090491488,0.05891297,-0.391016132,0.289247961,-0.061517954,0.094132942,,,
0.359276205,70.34399053,0.151570097,1.03292199,0.418051995,-0.490203179,0.186566292,-0.054743233,-0.09532858,0.068626645,-0.376661972,0.42552798,-0.068999687,0.086752809,,,
0.306960057,57.61268975,0.155067805,1.392602713,0.403922992,-0.465481033,0.169436248,-0.064878725,-0.118187981,0.078649294,-0.375018225,0.443034684,-0.062228741,0.077675813,,,
0.09135242,42.96921129,0.15258835,1.060524694,0.39589336,-0.484085305,0.150502746,-0.064306919,-0.106222475,0.084241456,-0.420518884,0.174847774,-0.068476091,0.108465885,,,
0.395910762,82.12908735,0.159727021,1.278176443,0.379892399,-0.516292682,0.16204816,-0.072561856,-0.123363294,0.095150258,-0.368433919,0.294755762,-0.091260811,0.135296639,,,
0.156001171,29.77233562,0.167088532,1.261910817,0.420474505,-0.507504383,0.141028144,-0.053889844,-0.116652994,0.118570774,-0.362099053,0.568331133,-0.065717543,0.106535014,,,
0.292595252,58.35866177,0.155413162,1.093910539,0.396557896,-0.517321274,0.135290484,-0.054568401,-0.117047263,0.131969574,-0.289738547,0.24525565,-0.079276835,0.109706576,,,
0.317498691,32.44409821,0.147265268,1.308573303,0.409588115,-0.48408684,0.136330544,-0.068811626,-0.098602111,0.11069961,-0.305156226,0.583259649,-0.020360609,0.111404025,,,
0.554797053,71.4118535,0.149629358,1.055581492,0.390939482,-0.508252657,0.122928173,-0.067148664,-0.106843871,0.131670925,-0.264133465,0.530411191,-0.039027213,0.082643151,,,
0.297816452,47.42615943,0.171424759,0.966320611,0.401904593,-0.496055632,0.157030654,-0.081489097,-0.100095612,0.130164444,-0.27591725,0.553578544,-0.076432002,0.066060597,,,
0.678735273,72.00775032,0.161138033,1.344317755,0.383391713,-0.461156199,0.147785595,-0.07784992,-0.095677182,0.108310332,-0.259568497,0.556840818,-0.030411704,0.098961525,,,
0.065173341,37.28067879,0.172425249,1.18090233,0.387189379,-0.500041673,0.170470575,-0.063383734,-0.105629899,0.125347376,-0.289661245,0.359326195,-0.135106464,0.087945856,,,
0.071368722,32.36700282,0.156018776,1.782725441,0.391619307,-0.496568709,0.152561778,-0.05892275,-0.089235986,0.118557203,-0.348747346,0.625208423,-0.080204499,0.097203198,,,
0.251938681,64.73400567,0.162988744,1.204184941,0.393416606,-0.47889552,0.183944492,-0.056411158,-0.088623999,0.131549024,-0.302488986,0.310567346,0.000173159,0.085333593,,,
0.341103399,86.45429077,0.150296913,1.449099304,0.365948363,-0.498111246,0.164217769,-0.062752876,-0.092318125,0.133361819,-0.343381219,0.426811999,-0.056312577,0.123830498,,,
0.135285454,60.27780499,0.163135003,1.212907089,0.387632076,-0.520698776,0.169687652,-0.057588837,-0.086694253,0.128242908,-0.248831377,0.509127329,-0.07569826,0.132048761,,,
0.161920722,56.67190301,0.153682917,1.466350804,0.401092133,-0.533862212,0.154900269,-0.052282473,-0.092187815,0.114517721,-0.21377811,0.791605867,-0.091928933,0.120483482,,,
0.510711833,63.07932227,0.156849398,1.288661792,0.365421699,-0.533421186,0.152593796,-0.069309555,-0.060134866,0.106783948,-0.332594236,0.5441672,-0.094728652,0.124127064,,,
0.355954326,55.38860567,0.158688799,1.273783502,0.379103781,-0.557011289,0.139001547,-0.058926555,-0.065201655,0.094491467,-0.331950651,0.380469025,-0.068494028,0.150644359,,,
0.722128879,45.97486179,0.142868348,1.272581463,0.355122596,-0.54708521,0.136182063,-0.071178122,-0.07090559,0.115592652,-0.337115673,0.481060654,0.009854506,0.142962364,,,
0.102776615,66.21159956,0.138093851,1.516714983,0.387850038,-0.509944771,0.138466949,-0.076491324,-0.090116127,0.10319335,-0.327191214,0.447511955,-0.005039922,0.131000282,,,
0.067708724,63.84070364,0.14947305,1.323563371,0.389204665,-0.524091839,0.141191879,-0.054234437,-0.099929772,0.084889916,-0.434399888,0.550011593,-0.128809645,0.102091239,,,
0.467660166,78.60154586,0.14275155,1.253922616,0.398984522,-0.558986006,0.131361915,-0.054134523,-0.111665643,0.089358309,-0.389803861,0.439142455,-0.102002626,0.10135027,,,
0.38274174,59.5330034,0.144587963,1.474290957,0.39810311,-0.59387484,0.118983471,-0.060021147,-0.13361702,0.100873519,-0.38860776,0.492432671,-0.107866443,0.114174066,,,
0.138753987,54.63327203,0.12564607,1.140584863,0.394281657,-0.639268157,0.132891029,-0.064647957,-0.124207974,0.106623042,-0.314513758,0.405633409,-0.057787557,0.074064709,,,
0.398453742,59.36413672,0.118484686,0.762513306,0.382515221,-0.614789827,0.12972637,-0.056004105,-0.122038231,0.086046974,-0.350646665,0.316226843,-0.088003946,0.075087693,,,
0.222370503,58.66911902,0.10241975,1.050963074,0.394549915,-0.62615797,0.143086067,-0.066589388,-0.136967994,0.133949095,-0.33986869,0.425289092,-0.020443723,0.061692387,,,
0.244919717,129.3762985,0.095412393,1.237270075,0.340778787,-0.613722677,0.138050659,-0.079272609,-0.138094647,0.139009793,-0.346794346,0.519031163,-0.037185234,0.053174211,,,
0.68515909,40.52240304,0.098313835,1.094232775,0.396441348,-0.610329291,0.142113704,-0.062069469,-0.129313794,0.106942051,-0.393606216,0.49296079,0.016909371,0.085106308,,,
0.118633797,53.31532023,0.106253153,1.086632115,0.365623709,-0.608173705,0.143214425,-0.067113524,-0.097588671,0.114090857,-0.38662669,0.546314614,-0.092683269,0.107466929,,,
0.12757449,45.11814721,0.131834197,1.102904943,0.355684753,-0.598102189,0.153524841,-0.055295922,-0.094297986,0.084228006,-0.384919865,0.292293201,-0.05060249,0.080677975,,,
0.175241307,66.90345415,0.132271596,0.895264507,0.371812304,-0.62609095,0.165477682,-0.065905955,-0.097441999,0.100503028,-0.383531569,0.19065597,-0.022435306,0.103697495,,,
0.321673525,72.81991243,0.122164425,1.220776443,0.376237468,-0.633822869,0.183228885,-0.067473235,-0.117573793,0.120833303,-0.372695488,0.374614643,0.001737142,0.128115541,,,
0.078054357,80.91020652,0.133397304,1.406760992,0.426292725,-0.638101607,0.185883952,-0.069801475,-0.144787453,0.116357091,-0.349516611,0.356461166,-0.098358075,0.081779393,,,
0.337871237,35.6566503,0.114717886,1.67949998,0.409771304,-0.642961957,0.165992583,-0.063075516,-0.121319842,0.096979234,-0.403522328,0.494923785,-0.097154731,0.054557532,,,
0.017767937,59.76474498,0.107997392,1.404354904,0.359856942,-0.624278356,0.176174328,-0.070821294,-0.145828932,0.106895228,-0.414949237,0.306525369,-0.059887571,0.038244732,,,
0.813350675,78.86659483,0.107942103,1.315302362,0.368849327,-0.552898621,0.182670266,-0.037526568,-0.120375356,0.127989862,-0.28165562,0.333684112,-0.066427454,0.079081715,,,
0.122065571,67.07520309,0.115848013,1.288170517,0.391916612,-0.568293147,0.187191014,-0.061468657,-0.125858145,0.118603966,-0.317025415,0.481750749,-0.073719826,0.098100539,,,
0.48890404,64.71177136,0.111564392,1.321512583,0.379492039,-0.530950923,0.198682439,-0.067819549,-0.145570241,0.124604602,-0.375768016,0.415741829,-0.098031478,0.089846958,,,
0.286754763,39.42189539,0.107785023,0.947167799,0.375301779,-0.499577054,0.198632462,-0.051932195,-0.106267514,0.101598559,-0.291889084,0.62178663,-0.092819289,0.093534673,,,
0.081033578,31.68724532,0.113378913,0.999019321,0.395548794,-0.51532685,0.21000701,-0.056453365,-0.144656738,0.109423224,-0.320724819,0.289806555,-0.059107344,0.084637311,,,
0.04526324,61.31938589,0.118405319,0.947861513,0.382864308,-0.455578211,0.239039791,-0.064801213,-0.137908394,0.13276053,-0.330208861,0.279013824,-0.001646316,0.076902353,,,
0.247169516,58.42041205,0.12563457,1.183299392,0.370393009,-0.461585123,0.230630348,-0.052483388,-0.133301298,0.097874639,-0.37125213,0.195606454,-0.127207763,0.054022956,,,
0.202021466,40.67289079,0.123537729,1.032242723,0.3280208,-0.499122152,0.211628478,-0.062277586,-0.123016757,0.072690125,-0.368742683,0.055362553,-0.050650391,0.042523463,,,
0.110649351,46.59346367,0.117535961,0.911432639,0.403424846,-0.448198976,0.203964491,-0.05919372,-0.129230325,0.086026817,-0.2667367,0.545375188,-0.078248009,0.061380704,,,
0.350852174,58.5973277,0.124075055,0.761025592,0.374711382,-0.487380137,0.194321246,-0.063530761,-0.139570866,0.073771488,-0.378370428,0.369332914,-0.057674817,0.027661453,,,
0.159476865,28.53274499,0.147856479,0.946507264,0.381654953,-0.498007492,0.188108554,-0.068126193,-0.152571668,0.08763366,-0.3772177,0.255739927,0.002409401,0.044159193,,,
0.484360799,39.5450627,0.145455682,1.108886149,0.362241539,-0.527839365,0.181339783,-0.062850101,-0.158729369,0.097704821,-0.363580707,0.592521741,-0.070252114,0.029445759,,,
0.256349669,55.11572529,0.145971193,0.895140307,0.396233628,-0.573147285,0.180301214,-0.060015712,-0.158794047,0.103389537,-0.342783472,0.413485929,0.002059272,0.072699263,,,
0.156267018,45.31146144,0.138791055,1.091736627,0.37885801,-0.621421074,0.192130396,-0.048905596,-0.157814669,0.092445578,-0.366733906,0.691097644,-0.044468491,0.073291209,,,
0.335984856,55.76892169,0.146467371,0.995354278,0.397446058,-0.557421129,0.194593866,-0.057528928,-0.146212839,0.087005181,-0.433888374,0.261043418,-0.059419441,0.046764782,,,
0.166345458,98.89974962,0.165721956,1.116688174,0.414631361,-0.556714849,0.213239274,-0.05436458,-0.160243787,0.098583842,-0.369612564,0.657669911,-0.081995419,0.050557145,,,
0.324857188,47.82131484,0.167529109,0.754100718,0.426638299,-0.625400447,0.197012014,-0.05307144,-0.12913698,0.089556124,-0.444421753,0.328731329,-0.0339862,0.07017234,,,
0.161450834,43.3492888,0.158619302,0.943424507,0.369395562,-0.667549459,0.207262836,-0.068326295,-0.128571693,0.064538357,-0.393906038,0.451059828,0.012331087,0.051155289,,,
0.331424089,57.72897515,0.153628084,0.882635354,0.376890026,-0.645968588,0.20492307,-0.052886787,-0.153354974,0.105237047,-0.313804955,0.413164448,-0.067655536,0.063340976,,,
0.317295972,108.5011425,0.147549453,1.141166031,0.428390113,-0.675930421,0.225149702,-0.043631041,-0.14563515,0.115038504,-0.38390773,0.472392936,-0.045964499,0.099451736,,,
0.433306635,47.46535673,0.145602603,0.913300284,0.379168639,-0.666220637,0.210021029,-0.069934569,-0.128807543,0.105831763,-0.363050762,0.653520064,-0.107945386,0.088476763,,,
0.133778283,83.97099039,0.140465938,0.82448488,0.382401397,-0.655171603,0.193475201,-0.074249144,-0.108842148,0.08412603,-0.351727693,0.391191608,-0.053438847,0.058891924,,,
0.222378271,44.67324483,0.159621811,0.781518108,0.37995676,-0.680680681,0.20214331,-0.055410058,-0.116289122,0.075676891,-0.434075086,0.497423346,-0.043988224,0.052467659,,,
0.628652747,43.19298136,0.142424674,0.964569283,0.416983591,-0.673085209,0.190904471,-0.076215949,-0.129375504,0.072323549,-0.41170791,0.399338659,-0.040336281,0.093256477,,,
